TRUE_TIME,MEANGAM,MEANGBZ
2000-06-30,11.0926,12.687
2000-07-01,11.1015,12.9406
2000-07-03,11.8136,11.684
2000-07-04,10.3788,12.1046
2000-07-05,12.1832,10.8649
2000-07-06,10.945,12.1009
2000-07-08,11.322,11.5846
2000-07-09,11.0733,12.4496
2000-07-10,10.7821,12.1587
2000-07-12,10.7964,12.2633
2000-07-13,10.3806,11.2826
2000-07-14,11.6001,11.0074
2000-07-15,10.9654,12.2997
2000-07-17,11.0478,11.7729
2000-07-18,11.0386,10.9787
2000-07-19,11.5375,11.4698
2000-07-20,10.9818,11.1162
2000-07-22,10.8356,10.3304
2000-07-23,10.6174,10.7716
2000-07-24,9.9953,11.4472
2000-07-26,10.9713,11.5622
2000-07-27,10.2531,11.9985
2000-07-28,9.7935,11.8987
2000-07-29,9.445,11.2996
2000-07-31,9.8791,11.5037
2000-08-01,10.3015,11.2062
2000-08-02,10.5937,10.218
2000-08-03,10.1544,10.3124
2000-08-05,9.6354,9.4813
2000-08-06,10.1835,9.9245
2000-08-07,9.7042,9.2966
2000-08-08,9.7884,9.1805
2000-08-10,9.2853,9.8609
2000-08-11,9.3077,8.9732
2000-08-12,10.0535,9.1417
2000-08-14,9.5948,8.6607
2000-08-15,9.3094,9.1537
2000-08-16,8.6703,8.625
2000-08-17,8.8473,9.2308
2000-08-19,9.326,7.9929
2000-08-20,8.0363,8.8654
2000-08-21,8.3514,7.0467
2000-08-22,9.068,8.2883
2000-08-24,7.779,6.9387
2000-08-25,8.098,8.0991
2000-08-26,8.1709,7.866
2000-08-28,8.2211,7.4871
2000-08-29,7.5809,7.0611
2000-08-30,7.4368,7.211
2000-08-31,7.0125,6.5644
2000-09-02,7.4293,7.1863
2000-09-03,7.3755,6.1706
2000-09-04,6.8091,6.3744
2000-09-05,7.9254,5.7109
2000-09-07,6.6878,5.7378
2000-09-08,7.0915,4.67
2000-09-09,6.4492,6.0342
2000-09-11,6.1341,5.3624
2000-09-12,6.8752,4.6858
2000-09-13,6.3978,4.8545
2000-09-14,7.1256,5.1484
2000-09-16,6.0895,4.7234
2000-09-17,6.0656,3.7405
2000-09-18,5.7056,4.2897
2000-09-19,6.1306,3.2357
2000-09-21,6.1317,3.1272
2000-09-22,5.5851,3.5486
2000-09-23,5.4514,2.95
2000-09-24,5.7726,2.9944
2000-09-26,6.0285,2.3259
2000-09-27,5.1736,1.9087
2000-09-28,5.2041,2.5844
2000-09-30,5.0165,2.854
2000-10-01,4.7114,3.0473
2000-10-02,4.7189,0.8544
2000-10-03,5.1523,2.2473
2000-10-05,5.168,1.0932
2000-10-06,4.8475,1.9675
2000-10-07,4.508,1.7294
2000-10-08,4.5176,1.8916
2000-10-10,4.6911,1.0797
2000-10-11,4.9947,1.1404
2000-10-12,3.995,2.1428
2000-10-14,4.8822,1.2729
2000-10-15,4.7437,1.8296
2000-10-16,4.1639,0.1104
2000-10-17,4.4262,2.202
2000-10-19,4.2159,0.4953
2000-10-20,4.3387,1.7124
2000-10-21,4.311,0.2345
2000-10-22,3.9884,1.5172
2000-10-24,4.6329,0.2753
2000-10-25,5.0326,0.7235
2000-10-26,4.7155,2.1411
2000-10-27,4.4674,1.4755
2000-10-29,4.0256,1.4118
2000-10-30,3.7152,1.6104
2000-10-31,4.4975,2.3262
2000-11-02,4.4595,0.8348
2000-11-03,4.3404,1.8905
2000-11-04,3.8224,1.6642
2000-11-05,4.0305,0.9424
2000-11-07,4.2969,2.2919
2000-11-08,4.0946,1.8588
2000-11-09,4.1855,1.2807
2000-11-10,4.7095,1.3566
2000-11-12,4.3292,1.1367
2000-11-13,3.873,1.0145
2000-11-14,4.3419,0.2293
2000-11-16,3.5301,1.8432
2000-11-17,4.9006,2.107
2000-11-18,4.5025,1.9198
2000-11-19,4.7298,1.7007
2000-11-21,3.7433,1.0849
2000-11-22,4.3858,2.8426
2000-11-23,4.9257,1.222
2000-11-24,3.508,2.1778
2000-11-26,4.3594,1.4737
2000-11-27,3.8836,0.8339
2000-11-28,4.6461,2.3574
2000-11-30,4.9122,1.5257
2000-12-01,4.2146,2.0646
2000-12-02,5.222,3.3041
2000-12-03,5.4116,1.8962
2000-12-05,5.1812,1.1765
2000-12-06,4.5503,1.3045
2000-12-07,5.4191,2.109
2000-12-08,5.4367,2.684
2000-12-10,4.7743,1.4325
2000-12-11,5.295,2.2272
2000-12-12,4.9817,2.0809
2000-12-13,5.8262,3.7205
2000-12-15,5.7557,3.9824
2000-12-16,4.8114,1.9909
2000-12-17,5.1684,4.8583
2000-12-19,5.5685,1.7056
2000-12-20,5.0915,2.5745
2000-12-21,5.6703,4.0238
2000-12-22,6.0669,2.6139
2000-12-24,5.3632,3.8734
2000-12-25,4.5103,3.7213
2000-12-26,5.3309,3.1248
2000-12-27,6.2059,3.1843
2000-12-29,5.5088,3.9481
2000-12-30,4.9602,2.8615
2000-12-31,5.4386,1.9096
2001-01-02,4.811,3.2093
2001-01-03,5.1978,3.6992
2001-01-04,5.5347,3.6976
2001-01-05,5.5765,3.9338
2001-01-07,4.8146,3.6733
2001-01-08,5.3104,2.8714
2001-01-09,4.875,2.4303
2001-01-10,4.7066,3.7319
2001-01-12,5.6657,2.8293
2001-01-13,4.8837,2.92
2001-01-14,4.7685,2.9331
2001-01-16,4.6684,3.7309
2001-01-17,4.2805,4.3695
2001-01-18,5.7743,3.528
2001-01-19,5.9134,3.7097
2001-01-21,5.195,3.5666
2001-01-22,5.0659,2.5475
2001-01-23,5.1513,3.2224
2001-01-24,5.0202,2.5039
2001-01-26,5.3803,2.6156
2001-01-27,4.7409,2.4074
2001-01-28,4.1223,2.3249
2001-01-29,4.0402,1.5284
2001-01-31,3.6887,1.6248
2001-02-01,4.5899,2.8996
2001-02-02,4.1134,1.0792
2001-02-04,4.3965,2.248
2001-02-05,3.8151,-0.0153
2001-02-06,4.1123,1.0854
2001-02-07,4.8249,2.0776
2001-02-09,4.2539,1.8841
2001-02-10,4.0332,1.069
2001-02-11,4.4638,1.3867
2001-02-12,3.3696,0.7888
2001-02-14,4.41,0.3268
2001-02-15,3.6872,1.7372
2001-02-16,3.5304,0.4846
2001-02-18,3.5151,0.9658
2001-02-19,3.9602,-0.0557
2001-02-20,3.6619,1.164
2001-02-21,3.5964,0.3991
2001-02-23,3.4942,1.2458
2001-02-24,3.3334,0.7424
2001-02-25,3.1701,1.1516
2001-02-26,2.8703,1.166
2001-02-28,2.8961,-0.0955
2001-03-01,3.2362,-0.4573
2001-03-02,3.0769,1.1499
2001-03-03,3.4957,0.8996
2001-03-05,2.9979,-0.0382
2001-03-06,3.0174,0.7499
2001-03-07,3.3599,2.0359
2001-03-09,2.9349,0.0914
2001-03-10,3.6068,1.2295
2001-03-11,3.309,-1.6118
2001-03-12,2.7263,-0.2124
2001-03-14,2.7002,0.0732
2001-03-15,2.8029,1.9388
2001-03-16,2.6417,0.6544
2001-03-17,2.1823,0.7885
2001-03-19,3.2721,0.0401
2001-03-20,2.4788,-0.1824
2001-03-21,2.7571,-0.4511
2001-03-23,1.9261,0.7467
2001-03-24,2.8975,0.6719
2001-03-25,2.6233,0.795
2001-03-26,2.8681,-0.6056
2001-03-28,2.4502,-0.1693
2001-03-29,2.3431,-0.4209
2001-03-30,2.5174,-0.6828
2001-03-31,3.156,-0.8867
2001-04-02,2.6956,-0.6053
2001-04-03,3.4091,0.96
2001-04-04,3.1691,0.1399
2001-04-06,3.1948,-0.4654
2001-04-07,3.1572,0.935
2001-04-08,3.6622,-0.6975
2001-04-09,2.5794,0.5701
2001-04-11,2.98,0.6732
2001-04-12,3.08,1.3436
2001-04-13,3.8338,0.1977
2001-04-14,2.9678,0.6134
2001-04-16,3.603,0.9436
2001-04-17,3.9686,0.3407
2001-04-18,4.0805,2.8833
2001-04-19,3.5623,0.7261
2001-04-21,4.2464,1.9025
2001-04-22,4.5365,1.4884
2001-04-23,3.9349,1.7068
2001-04-25,4.9057,1.5505
2001-04-26,4.6368,2.6796
2001-04-27,4.4613,2.4239
2001-04-28,4.5927,1.5653
2001-04-30,4.5018,1.5441
2001-05-01,4.4989,1.895
2001-05-02,4.9037,2.8446
2001-05-03,5.0311,3.0432
2001-05-05,4.8521,3.2753
2001-05-06,5.7957,3.5303
2001-05-07,5.3979,3.3982
2001-05-09,5.8219,3.2283
2001-05-10,6.0744,4.5295
2001-05-11,5.3445,3.2536
2001-05-12,6.1722,3.5835
2001-05-14,6.1664,3.9232
2001-05-15,5.6081,4.3217
2001-05-16,6.7786,4.3101
2001-05-17,6.5314,4.9606
2001-05-19,6.4912,4.8563
2001-05-20,7.2389,4.139
2001-05-21,6.4997,5.2281
2001-05-23,7.0323,4.8147
2001-05-24,6.8025,4.2797
2001-05-25,7.5062,5.7831
2001-05-26,7.0511,6.9507
2001-05-28,7.4941,6.0962
2001-05-29,7.8397,6.2845
2001-05-30,7.0488,6.0116
2001-05-31,7.4328,7.1156
2001-06-02,7.7365,6.526
2001-06-03,8.1988,7.5214
2001-06-04,7.8286,7.8173
2001-06-05,7.9588,7.2971
2001-06-07,8.6985,7.4391
2001-06-08,9.5972,7.5497
2001-06-09,8.5297,8.0759
2001-06-11,7.9513,7.558
2001-06-12,8.5352,7.9382
2001-06-13,9.6393,8.9762
2001-06-14,8.6999,9.7335
2001-06-16,8.9942,9.4515
2001-06-17,8.9485,9.1775
2001-06-18,9.5539,8.951
2001-06-19,9.1724,8.9436
2001-06-21,9.0354,10.7827
2001-06-22,9.2342,10.3824
2001-06-23,9.5563,11.0837
2001-06-25,9.2231,8.5782
2001-06-26,9.7947,10.0439
2001-06-27,9.831,9.1195
2001-06-28,9.8541,10.9254
2001-06-30,9.7528,10.5221
2001-07-01,9.68,10.4345
2001-07-02,10.0355,8.7669
2001-07-03,9.5759,10.2302
2001-07-05,10.2281,10.2401
2001-07-06,9.6425,10.3722
2001-07-07,10.5674,10.7276
2001-07-08,10.7256,10.2834
2001-07-10,10.4495,8.9716
2001-07-11,10.1359,10.8325
2001-07-12,10.2233,9.6595
2001-07-14,10.2724,11.2843
2001-07-15,10.6437,11.2805
2001-07-16,10.5169,11.5191
2001-07-17,10.5022,11.2485
2001-07-19,10.361,10.5033
2001-07-20,10.0906,10.844
2001-07-21,10.4564,9.9355
2001-07-22,11.0172,10.7656
2001-07-24,9.8106,11.4475
2001-07-25,10.3939,11.6731
2001-07-26,9.4502,11.6707
2001-07-28,10.5101,10.7176
2001-07-29,10.1936,10.7794
2001-07-30,10.1564,10.4747
2001-07-31,10.9647,10.3412
2001-08-02,10.4824,10.9742
2001-08-03,10.0815,11.6135
2001-08-04,10.5903,8.9879
2001-08-05,10.0138,11.2431
2001-08-07,10.4576,10.6029
2001-08-08,10.887,11.1846
2001-08-09,10.7923,11.9483
2001-08-11,10.0047,11.4348
2001-08-12,9.7196,10.5046
2001-08-13,9.8586,10.6969
2001-08-14,10.4916,10.2389
2001-08-16,9.5575,11.2636
2001-08-17,10.2771,10.4516
2001-08-18,10.0717,10.1729
2001-08-19,9.3308,10.7293
2001-08-21,9.9819,11.6913
2001-08-22,9.7742,10.1151
2001-08-23,10.323,10.0179
2001-08-24,10.0893,10.8769
2001-08-26,9.7359,10.2003
2001-08-27,10.1299,10.2198
2001-08-28,10.1653,10.3366
2001-08-30,10.6713,11.1733
2001-08-31,9.3919,10.258
2001-09-01,9.3461,9.5333
2001-09-02,9.494,11.5351
2001-09-04,9.446,9.9927
2001-09-05,9.8948,10.0343
2001-09-06,9.9988,9.8925
2001-09-07,9.8444,8.5904
2001-09-09,9.2008,10.0757
2001-09-10,9.5185,10.8063
2001-09-11,9.8208,10.0687
2001-09-13,9.7801,9.7147
2001-09-14,9.6334,9.1498
2001-09-15,9.9419,9.8363
2001-09-16,9.8238,9.4712
2001-09-18,9.6178,9.8523
2001-09-19,9.7644,9.2948
2001-09-20,9.5724,9.3236
2001-09-21,9.8039,9.5568
2001-09-23,9.8856,10.0951
2001-09-24,9.2744,10.8149
2001-09-25,9.6876,10.1894
2001-09-27,9.7684,10.1834
2001-09-28,9.6722,11.1038
2001-09-29,9.8599,9.3602
2001-09-30,10.2232,10.3337
2001-10-02,10.3185,9.5946
2001-10-03,9.7125,10.9588
2001-10-04,9.934,11.1929
2001-10-05,9.928,9.7373
2001-10-07,10.15,10.603
2001-10-08,11.2796,11.4128
2001-10-09,10.1178,10.8492
2001-10-10,9.6423,11.1265
2001-10-12,10.441,9.9894
2001-10-13,10.5889,10.344
2001-10-14,10.3627,10.1197
2001-10-16,10.5545,11.2168
2001-10-17,10.9458,10.5638
2001-10-18,11.0181,10.4376
2001-10-19,9.7955,11.739
2001-10-21,10.2965,11.7735
2001-10-22,10.2505,11.1853
2001-10-23,10.4803,11.0906
2001-10-24,11.2356,10.8763
2001-10-26,10.9861,11.6568
2001-10-27,10.7258,11.4651
2001-10-28,11.6661,11.9154
2001-10-30,11.3526,12.5331
2001-10-31,10.8671,12.0436
2001-11-01,11.7221,12.8415
2001-11-02,12.0032,12.5331
2001-11-04,11.6001,13.2032
2001-11-05,11.6697,12.8624
2001-11-06,11.7171,11.964
2001-11-07,11.5184,12.8012
2001-11-09,11.4246,14.1186
2001-11-10,11.5249,14.2567
2001-11-11,11.6002,11.6949
2001-11-12,11.486,13.5084
2001-11-14,12.3056,12.518
2001-11-15,12.0341,13.1406
2001-11-16,11.7475,13.4277
2001-11-18,12.6555,14.3569
2001-11-19,12.4681,13.953
2001-11-20,12.8236,12.7775
2001-11-21,12.1424,13.8704
2001-11-23,12.7431,14.6001
2001-11-24,13.2448,14.1237
2001-11-25,12.4437,14.9054
2001-11-26,12.4186,15.0205
2001-11-28,12.7873,14.1821
2001-11-29,12.6566,13.6685
2001-11-30,13.1691,14.883
2001-12-02,12.6723,14.6676
2001-12-03,12.8815,14.8892
2001-12-04,13.2562,15.0152
2001-12-05,13.1269,15.3369
2001-12-07,12.6645,15.3094
2001-12-08,12.8002,14.8228
2001-12-09,13.7078,14.881
2001-12-10,13.2591,14.2465
2001-12-12,12.5981,15.2829
2001-12-13,13.053,14.6233
2001-12-14,12.4145,14.3434
2001-12-16,12.8751,14.7249
2001-12-17,13.159,15.5224
2001-12-18,12.5452,15.133
2001-12-19,13.5774,15.4482
2001-12-21,12.8318,14.0262
2001-12-22,13.1383,14.2652
2001-12-23,11.7788,15.2006
2001-12-24,12.5807,13.8624
2001-12-26,12.9531,15.8038
2001-12-27,12.3745,15.049
2001-12-28,13.0252,13.7327
2001-12-29,12.4165,14.1976
2001-12-31,13.3633,13.2215
2002-01-01,12.4182,13.7992
2002-01-02,12.1491,5.595
2002-01-04,12.3788,5.6302
2002-01-05,11.9974,5.8293
2002-01-06,11.8907,5.6786
2002-01-07,12.1761,5.6332
2002-01-09,12.2937,5.5096
2002-01-10,12.3026,5.8699
2002-01-11,11.4016,5.3337
2002-01-12,11.1185,5.9204
2002-01-14,11.6451,5.3171
2002-01-15,12.182,5.4509
2002-01-16,11.826,5.7255
2002-01-18,11.7252,5.4407
2002-01-19,10.9906,5.735
2002-01-20,10.8164,5.459
2002-01-21,11.0339,5.6006
2002-01-23,10.7676,5.7322
2002-01-24,10.6921,5.3462
2002-01-25,11.1832,5.4088
2002-01-26,10.2488,5.2197
2002-01-28,9.7341,5.0618
2002-01-29,10.2859,5.4048
2002-01-30,9.7727,5.0357
2002-02-01,10.8518,5.021
2002-02-02,10.2507,5.466
2002-02-03,9.7294,5.7641
2002-02-04,10.3101,5.4231
2002-02-06,9.6211,5.4074
2002-02-07,9.8676,5.7438
2002-02-08,9.1786,5.1026
2002-02-09,9.4928,5.7419
2002-02-11,9.2222,5.1555
2002-02-12,9.3408,5.7407
2002-02-13,8.8904,5.3264
2002-02-14,9.5647,5.4493
2002-02-16,9.0467,5.6022
2002-02-17,8.2593,5.5638
2002-02-18,8.6465,5.5006
2002-02-20,8.1073,5.5244
2002-02-21,8.2418,5.4887
2002-02-22,8.5189,5.7409
2002-02-23,8.1781,5.7423
2002-02-25,7.4902,5.0044
2002-02-26,8.2566,5.5963
2002-02-27,7.8549,6.0016
2002-02-28,6.9958,5.1454
2002-03-02,7.2807,5.0359
2002-03-03,7.8886,5.9743
2002-03-04,7.6336,5.3919
2002-03-06,7.9293,5.6401
2002-03-07,6.5685,5.7048
2002-03-08,6.7686,5.2879
2002-03-09,6.2647,5.3166
2002-03-11,7.2062,5.1606
2002-03-12,7.1823,5.6843
2002-03-13,6.8783,5.6616
2002-03-14,6.871,5.3877
2002-03-16,7.0815,5.8359
2002-03-17,7.4276,5.8363
2002-03-18,6.8041,5.5815
2002-03-19,6.258,5.8262
2002-03-21,6.5722,5.6038
2002-03-22,6.5967,6.2231
2002-03-23,6.31,5.8586
2002-03-25,6.7849,5.4881
2002-03-26,6.6732,5.8091
2002-03-27,5.915,5.8969
2002-03-28,6.6663,5.8209
2002-03-30,6.9422,5.7874
2002-03-31,6.8848,6.6091
2002-04-01,6.5023,5.8542
2002-04-02,6.6256,5.796
2002-04-04,6.2393,5.7979
2002-04-05,6.0899,5.5152
2002-04-06,6.2313,5.8357
2002-04-08,6.23,6.0347
2002-04-09,5.6258,5.7429
2002-04-10,5.9828,5.6674
2002-04-11,5.5448,5.8633
2002-04-13,5.8718,6.0876
2002-04-14,6.3472,5.7931
2002-04-15,6.2833,6.2726
2002-04-16,6.5034,5.8248
2002-04-18,6.6842,5.924
2002-04-19,5.7764,5.4662
2002-04-20,6.1594,5.797
2002-04-22,6.2743,6.0569
2002-04-23,6.7517,5.564
2002-04-24,7.1652,5.6286
2002-04-25,6.4604,5.4642
2002-04-27,7.0856,5.8202
2002-04-28,6.3456,6.1029
2002-04-29,7.1553,5.7602
2002-04-30,6.79,6.0719
2002-05-02,6.563,5.4677
2002-05-03,7.2838,5.9272
2002-05-04,6.0227,5.5047
2002-05-05,7.4831,5.715
2002-05-07,7.025,5.6532
2002-05-08,6.7822,5.7074
2002-05-09,6.7535,5.8022
2002-05-11,6.4305,5.7321
2002-05-12,6.4767,5.4294
2002-05-13,6.9663,5.3329
2002-05-14,7.0631,5.7454
2002-05-16,8.1502,4.8845
2002-05-17,6.8253,5.0454
2002-05-18,6.6103,5.4049
2002-05-19,7.2296,5.4447
2002-05-21,7.2368,4.9664
2002-05-22,7.3936,5.4838
2002-05-23,7.3585,5.459
2002-05-25,7.1698,5.2101
2002-05-26,7.8425,5.3102
2002-05-27,7.6529,5.5579
2002-05-28,7.2614,5.1379
2002-05-30,7.2879,5.5171
2002-05-31,6.3361,5.3883
2002-06-01,8.1895,5.2555
2002-06-02,6.7664,5.1689
2002-06-04,6.9119,5.4741
2002-06-05,6.6883,5.5875
2002-06-06,7.1535,5.3157
2002-06-08,6.9642,4.8633
2002-06-09,7.0747,5.1086
2002-06-10,6.7403,5.8059
2002-06-11,7.4458,5.7042
2002-06-13,6.878,5.6496
2002-06-14,7.2282,5.4972
2002-06-15,6.8717,5.3303
2002-06-16,7.2694,4.9149
2002-06-18,6.681,5.5976
2002-06-19,6.455,5.362
2002-06-20,7.2063,5.2309
2002-06-21,6.9026,5.57
2002-06-23,7.6601,4.999
2002-06-24,7.1248,5.053
2002-06-25,6.5833,5.5815
2002-06-27,7.0781,5.5532
2002-06-28,6.3778,5.6928
2002-06-29,6.6119,5.2729
2002-06-30,6.9605,5.6148
2002-07-02,7.0109,5.8941
2002-07-03,6.6306,5.4345
2002-07-04,6.2047,5.5254
2002-07-05,6.0892,6.0418
2002-07-07,6.3723,5.2859
2002-07-08,6.5292,6.3146
2002-07-09,6.7584,6.218
2002-07-11,6.3374,5.6665
2002-07-12,5.8552,5.7251
2002-07-13,6.4636,6.0766
2002-07-14,5.675,5.6937
2002-07-16,6.1548,5.6777
2002-07-17,5.7362,6.0145
2002-07-18,5.2079,5.5316
2002-07-19,5.8807,5.6869
2002-07-21,5.2209,6.0878
2002-07-22,6.0674,5.6246
2002-07-23,5.0488,5.7536
2002-07-24,5.4127,5.7501
2002-07-26,5.8764,5.8431
2002-07-27,5.7374,6.1046
2002-07-28,4.7916,6.1845
2002-07-30,5.1377,5.6483
2002-07-31,4.2892,5.7508
2002-08-01,5.3316,5.7232
2002-08-02,4.6871,6.0122
2002-08-04,5.7643,6.1663
2002-08-05,4.6398,5.3836
2002-08-06,4.6225,6.0845
2002-08-07,4.267,6.1497
2002-08-09,5.1996,6.0943
2002-08-10,4.3827,5.9504
2002-08-11,4.8132,5.6085
2002-08-13,3.982,5.7742
2002-08-14,4.5378,5.4351
2002-08-15,4.4727,5.6604
2002-08-16,4.7071,5.7213
2002-08-18,4.27,5.2999
2002-08-19,4.434,6.0125
2002-08-20,4.4754,6.0682
2002-08-21,4.0525,6.1457
2002-08-23,4.18,5.2976
2002-08-24,4.1954,5.4277
2002-08-25,4.3359,5.5621
2002-08-27,4.2255,5.5146
2002-08-28,4.0824,5.5912
2002-08-29,5.014,5.4843
2002-08-30,4.256,5.0199
2002-09-01,3.789,5.636
2002-09-02,4.2184,5.2428
2002-09-03,4.6512,5.4526
2002-09-04,4.7681,5.316
2002-09-06,3.7854,5.4162
2002-09-07,4.7515,5.2704
2002-09-08,3.1969,5.6469
2002-09-09,4.7106,5.6304
2002-09-11,4.9245,5.3237
2002-09-12,4.8496,5.3794
2002-09-13,4.9496,5.5171
2002-09-15,4.7901,5.3913
2002-09-16,4.5251,5.338
2002-09-17,4.4051,5.7653
2002-09-18,4.3333,5.3017
2002-09-20,4.9062,5.272
2002-09-21,4.2272,5.7193
2002-09-22,5.2453,4.6588
2002-09-23,4.3628,5.5221
2002-09-25,5.2449,5.3237
2002-09-26,5.1283,5.2213
2002-09-27,4.9768,5.4042
2002-09-29,5.9092,4.9853
2002-09-30,5.1929,5.4448
2002-10-01,5.2436,5.2025
2002-10-02,5.7794,4.9216
2002-10-04,5.811,4.972
2002-10-05,5.7394,5.4303
2002-10-06,5.9493,5.6381
2002-10-07,6.2873,5.2176
2002-10-09,5.5689,5.1701
2002-10-10,7.2452,5.1401
2002-10-11,6.9183,5.2248
2002-10-13,6.9023,5.7752
2002-10-14,7.3821,5.2477
2002-10-15,7.3608,5.6934
2002-10-16,7.0855,5.5103
2002-10-18,6.7364,5.7065
2002-10-19,7.5907,5.6265
2002-10-20,7.9563,5.9976
2002-10-21,7.9029,6.0186
2002-10-23,8.4105,5.5855
2002-10-24,7.3792,5.3162
2002-10-25,7.5633,5.9274
2002-10-26,7.7525,5.1808
2002-10-28,8.8885,5.5994
2002-10-29,8.1939,5.7997
2002-10-30,8.9104,5.8447
2002-11-01,8.5899,5.4806
2002-11-02,8.7822,6.1225
2002-11-03,9.6072,5.6769
2002-11-04,9.1428,5.461
2002-11-06,9.0424,6.1762
2002-11-07,9.0517,5.514
2002-11-08,9.6211,5.6236
2002-11-09,9.1907,5.7786
2002-11-11,9.7055,5.2436
2002-11-12,9.8776,6.016
2002-11-13,10.1157,5.9649
2002-11-15,9.7589,5.8515
2002-11-16,10.3095,5.6167
